annotation,begin_datetime,end_datetime,exclusion_flag,id,instrument,method,node,parameter_ids,parameter_names,qc_flag,site,source,stream 
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. Sea-Bird provided corrected scale factors for all relevant calibration events and new coefficients have been entered into the OOI system as of July 2025. All derived L1 and L2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct calibration values.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2024-06-01T08:14:28Z,2025-05-28T19:09:00Z,False,6023,03-FLORTM000,telemetered,PG563,"[1480, 1481, 1482]","['sci_flbbcd_cdom_ref', 'sci_flbbcd_cdom_sig', 'sci_flbbcd_cdom_units']",,GP05MOAS,areed@whoi.edu,flort_m_sample
Deployment 11: Instrument time was set incorrectly and appears to have been configured to Alaska time instead of UTC.,2024-06-02T13:22:00Z,2025-05-25T08:59:00Z,False,6526,02-ZPLSGA009,,MPM01,[],[],,GP02HYPM,cdobson@whoi.edu,
Deployment 11: The upper limit of the lower WFP is 2350 m depth. This is approximately 200 m shorter than the design depth due to issues encountered during deployment.,2024-06-02T13:23:00Z,2025-05-25T12:28:00Z,False,5740,,,WFP03,[],[],,GP02HYPM,cdobson@whoi.edu,
Deployment 1: CP13NOPM ceased telemetering data 2024-06-03. Root cause being investigated.,2024-06-03T02:30:00Z,2025-04-15T08:16:00Z,False,5656,,telemetered,,[],[],not_available,CP13NOPM,cdobson@whoi.edu,
Camera throws CAMERA_3 error when collecting images. Reboots required to eliminate errors.,2024-06-03T12:52:00Z,2024-06-17T16:25:20Z,False,5666,07-CAMDSC102,,PC01A,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
Changed NANO sampling from 20 Hz to 10 Hz in an effort to reduce the occurrences of network faults.,2024-06-04T12:05:00Z,2024-06-04T12:05:00Z,False,5653,09-BOTPTA304,,MJ03B,[],[],,RS03ASHS,m.vardaro@gmail.com,
Deployment 11: No data available due to an issue with incorrect timestamps in raw data.,2024-06-05T13:03:00Z,2025-05-29T11:01:00Z,False,5732,05-FLORTD000,,RIS01,[],[],not_available,GP03FLMA,cdobson@whoi.edu,
Deployment 11: No data available due to an issue with incorrect timestamps in raw data.,2024-06-06T21:00:00Z,2025-05-28T10:40:00Z,False,5733,05-FLORTD000,,RIS01,[],[],not_available,GP03FLMB,cdobson@whoi.edu,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2024-06-08T20:00:01Z,2024-06-14T19:00:00Z,False,5658,4B-PHSENA102,,PC01A,[],[],fail,RS01SBPS,m.vardaro@gmail.com,
Deployment 11: Telemetered data currently unavaible for this instrument while a change to the parser is being implemented.,2024-06-09T17:01:00Z,,False,5726,05-PCO2WB000,,RID16,[],[],not_available,GI01SUMO,cdobson@whoi.edu,
Deployment 11:  The anemometer for this deployment is an RM Young mechanical rotor-and-vane rather than a Gill sonic anemometer.  The compass values are dropping out which impacts the reported northward and eastward wind components.,2024-06-09T17:01:00Z,2025-07-31T00:17:00Z,False,5765,06-METBKA000,,SBD12,[],[],,GI01SUMO,swhite@whoi.edu,
"The relative humidity sensor values suddenly started showing several large, downward spikes, some even negative.  ",2024-06-10T10:27:00Z,2024-10-14T15:41:00Z,False,5915,06-METBKA000,recovered_host,SBD11,[1052],['relative_humidity'],fail,CE02SHSM,wingardc@oregonstate.edu,metbk_a_dcl_instrument_recovered
"The relative humidity sensor values suddenly started showing several large, downward spikes, some even negative.  ",2024-06-10T10:27:00Z,2024-10-14T15:41:00Z,False,5660,06-METBKA000,telemetered,SBD11,[1052],['relative_humidity'],fail,CE02SHSM,wingardc@oregonstate.edu,metbk_a_dcl_instrument
Sampling configuration was changed because the profiler is no longer profiling (no mission execution based on profiling). These settings should take one second of 'light' samples followed by 297 seconds of 'dark' samples continuously: OPERCTRL changed from Samples to Duration; DRKDURAT 297; LGTDURAT 1,2024-06-13T09:57:00Z,2024-06-13T09:57:00Z,False,5663,4A-NUTNRA101,,SF01A,[],[],,RS01SBPS,m.vardaro@gmail.com,
Observing intermittent gaps in telemetry from the midwater platform (7 m depth). Engineering data suggests the system is still operating and recovered data should be available after the deployment covering the full deployment.,2024-06-13T12:00:00Z,2024-10-16T14:34:00Z,False,5684,,,RID27,[],[],,CE04OSSM,wingardc@oregonstate.edu,
Observing intermittent gaps in telemetry from the midwater platform (7 m depth). Engineering data suggests the system is still operating and recovered data should be available after the deployment covering the full deployment.,2024-06-13T12:00:00Z,2024-10-16T14:34:00Z,False,5683,,,RID26,[],[],,CE04OSSM,wingardc@oregonstate.edu,
"HITL review showed a sudden and persistent drop in conductivity values that could be due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this time period.",2024-06-13T13:59:39Z,2024-06-17T05:17:43Z,False,5672,4A-CTDPFA109,,PC01B,[],[],suspect,CE04OSPS,m.vardaro@gmail.com,
Deployment 11: No telemetered data available due to an issue with incorrect timestamps in raw data.,2024-06-14T08:52:00Z,,False,5731,05-FLORTD000,telemetered,RIS01,[],[],not_available,GI03FLMA,cdobson@whoi.edu,
Deployment 11: The platform was not recovered during the Irminger 12 cruise in August 2025 as planned. It will remain deployed for two years and is scheduled for recovery in summer 2026.,2024-06-14T08:52:00Z,,False,6574,,,,[],[],,GI03FLMA,cdobson@whoi.edu,
Deployment 11: No data available for this deployment.,2024-06-15T08:00:00Z,2025-07-31T00:17:00Z,False,5768,02-PHSENE041,,RII11,[],[],not_available,GI01SUMO,cdobson@whoi.edu,
Deployment 11: The platform was not recovered during the Irminger 12 cruise in August 2025 as planned. It will remain deployed for two years and is scheduled for recovery in summer 2026.,2024-06-15T08:00:00Z,,False,6575,,,,[],[],,GI03FLMB,cdobson@whoi.edu,
Deployment 11: No data available for this deployment.,2024-06-15T08:00:00Z,2025-07-31T00:17:00Z,False,5769,02-PHSENE042,,RII11,[],[],not_available,GI01SUMO,cdobson@whoi.edu,
Deployment 11: Instrument failed shortly after deplyoment. No data expected for this deployment. ,2024-06-15T08:00:00Z,,False,5727,05-FLORTD000,,RIS01,[],[],not_operational,GI03FLMB,cdobson@whoi.edu,
Not receiving data and digi does not respond to pings. Disabled and re-enabled the port to regain comms.,2024-06-15T14:04:00Z,2024-06-18T13:42:00Z,False,5661,3B-OPTAAD101,,SF01A,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
"In June 2024 the platform experienced a major blow down event (~15 m deep) lasting several days, most likely due to strong currents.",2024-06-16T13:06:00Z,2024-06-20T04:33:00Z,False,5673,,,,[],[],suspect,RS01SBPS,m.vardaro@gmail.com,
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. Sea-Bird provided corrected scale factors for all relevant calibration events and new coefficients have been entered into the OOI system as of July 2025. All derived L1 and L2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct calibration values.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2024-06-16T13:16:51Z,2025-07-06T07:19:00Z,False,6033,03-FLORTM000,telemetered,PG566,"[1480, 1481, 1482]","['sci_flbbcd_cdom_ref', 'sci_flbbcd_cdom_sig', 'sci_flbbcd_cdom_units']",,GI05MOAS,areed@whoi.edu,flort_m_sample
Deployment 1: pH values are suspect starting 2024-06-18.,2024-06-18T05:00:00Z,2025-04-05T04:52:00Z,False,6530,06-PHSEND000,,RID26,[],[],suspect,CP10CNSM,cdobson@whoi.edu,
Deployment 1: Instrument stopped logging on 2024-06-19. No recovered instrument data expected after this date.,2024-06-19T05:00:00Z,2025-04-03T05:10:00Z,False,6569,02-ADCPTF000,recovered_inst,MFD37,[],[],not_operational,CP11SOSM,cdobson@whoi.edu,
BOTPT was not sending data and unresponsive to pings. Okay after power cycle.,2024-06-20T20:07:39Z,2024-06-24T08:56:32Z,False,5664,09-BOTPTA304,,MJ03B,[],[],not_operational,RS03ASHS,m.vardaro@gmail.com,
SF01A was offline - Power to it was good but could not ping node. Repowering the node brought it back online.,2024-06-22T07:08:10Z,2024-06-25T10:57:40Z,False,5667,,,SF01A,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2024-06-22T15:00:00Z,2024-06-25T10:00:00Z,False,5671,4B-PHSENA102,,PC01A,[],[],fail,RS01SBPS,m.vardaro@gmail.com,
"Camera throws CAMERA_3 error when collecting images. Reboots required to eliminate errors, and fake NAS configuration updates (providing a non-existent NAS address) were entered to regain normal operation.",2024-06-22T21:50:00Z,2024-06-28T16:30:00Z,False,5677,07-CAMDSC102,,PC01A,[],[],not_operational,RS01SBPS,m.vardaro@gmail.com,
"Implemented reduced operating schedules for the NSIF instruements due to limited battery power. With light winds and foggy conditions, the battery recharging cannot keep up with usage. ",2024-06-23T14:50:00Z,2024-07-03T09:40:00Z,False,5682,,,RID27,[],[],,CE02SHSM,wingardc@oregonstate.edu,
"Implemented reduced operating schedules for the NSIF instruements due to limited battery power. With light winds and foggy conditions, the battery recharging cannot keep up with usage. ",2024-06-23T14:50:00Z,2024-07-03T09:40:00Z,False,5681,,,RID26,[],[],,CE02SHSM,wingardc@oregonstate.edu,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2024-06-26T15:46:02Z,2024-08-11T19:34:00Z,False,5722,2D-PHSENA301,,SF03A,[],[],fail,RS03AXPS,m.vardaro@gmail.com,
"The raw signal data indicates the sensor may be fouled or clogged. Once the signal levels flatten or drop below a threshold, noise begins to dominate the calculation and the seawater pH cannot be accurately derived.",2024-06-27T21:45:00Z,2024-10-09T11:22:00Z,False,5713,06-PHSEND000,,RID26,[],[],fail,CE09OSSM,wingardc@oregonstate.edu,
Deployment 3: This glider was deployed with a slightly modified optode to improve calibration by exposing it to air. The optode mount was moved to a spot slightly forward of the glider's fin and oriented so that the optode would be above the waterline when the glider was at the surface. The optode is powered and logging during the air surface intervals before starting a dive.,2024-06-30T06:08:00Z,2024-08-21T09:43:00Z,False,5783,04-DOSTAM000,,GL379,[],[],,CP15MOAS,cdobson@whoi.edu,
Deployment 1: The NUTNR was producing errors and had to be disabled on 2024-07-24. No NUTNR data expected after this date.,2024-06-30T06:27:00Z,2024-08-21T10:23:00Z,False,5734,05-NUTNRM000,,PG564,[],[],not_operational,CP15MOAS,cdobson@whoi.edu,
Deployment 3: This glider was deployed with a slightly modified optode to improve calibration by exposing it to air. The optode mount was moved to a spot slightly forward of the glider's fin and oriented so that the optode would be above the waterline when the glider was at the surface. The optode is powered and logging during the air surface intervals before starting a dive.,2024-06-30T08:40:00Z,2024-08-05T10:22:00Z,False,5781,04-DOSTAM000,,GL387,[],[],,CP15MOAS,cdobson@whoi.edu,
Deployment 2: This glider was deployed with a slightly modified optode to improve calibration by exposing it to air. The optode mount was moved to a spot slightly forward of the glider's fin and oriented so that the optode would be above the waterline when the glider was at the surface. The optode is powered and logging during the air surface intervals before starting a dive.,2024-06-30T08:43:00Z,2024-08-05T10:53:00Z,False,5784,04-DOSTAM000,,G0913,[],[],,CP15MOAS,cdobson@whoi.edu,
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. This sensor was calibrated after 2023 and NOT impacted by the calibration correction.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2024-06-30T08:44:46Z,2024-08-05T10:53:00Z,False,6070,02-FLORTM000,recovered_host,G0913,"[1480, 1481, 1482]","['sci_flbbcd_cdom_ref', 'sci_flbbcd_cdom_sig', 'sci_flbbcd_cdom_units']",,CP15MOAS,areed@whoi.edu,flort_m_sample
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. This sensor was calibrated after 2023 and NOT impacted by the calibration correction.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2024-06-30T08:44:46Z,2024-08-05T10:53:00Z,False,6071,02-FLORTM000,telemetered,G0913,"[1480, 1481, 1482]","['sci_flbbcd_cdom_ref', 'sci_flbbcd_cdom_sig', 'sci_flbbcd_cdom_units']",,CP15MOAS,areed@whoi.edu,flort_m_sample
"UPDATED, 2024-10-11: Internal batteries were depleted, no further data was collected. *Started seeing data dropouts in the telemetered data beginning on 2024-06-30. Last reported data received on 2024-07-03. Recovered data may be available after the mooring is recovered this Fall 2024.",2024-06-30T13:25:00Z,2024-10-11T15:36:00Z,False,5680,03-DOSTAD000,,RID16,[],[],not_operational,CE01ISSM,wingardc@oregonstate.edu,
"UPDATED, 2024-10-11: Internal batteries were depleted, no further data was collected. *Started seeing data dropouts in the telemetered data beginning on 2024-06-30. Last reported data received on 2024-07-03. Recovered data may be available after the mooring is recovered this Fall 2024.",2024-06-30T13:25:00Z,2024-10-11T15:36:00Z,False,5679,03-CTDBPC000,,RID16,[],[],not_operational,CE01ISSM,wingardc@oregonstate.edu,
Evidence of increasing biofouling impacting data quality. Instrument was turned off on September 16 to conserve mooring power after it became clear the instrument was heavily fouled.,2024-06-30T17:00:00Z,2024-10-07T10:45:00Z,False,5918,01-OPTAAD000,,RID16,[],[],fail,CE06ISSM,wingardc@oregonstate.edu,
